S	engine	Threshold	Recall	Precision	Precision.cutoff
SBS1	mlp	-Inf	1	0.531034246575342	0.5
SBS1	mlp	0.7980852	0.487353445718487	0.90000714574947	0.9
SBS2.13	mlp	-2.0962894	0.978285978285978	0.50001574232955	0.5
SBS2.13	mlp	-0.028268695	0.733749133749134	0.900017000698918	0.9
SBS3	mlp	-Inf	1	0.715554794520548	0.5
SBS3	mlp	1.193133	0.589465019000488	0.900005845902023	0.9
SBS4	cnn	-Inf	1	0.763938356164384	0.5
SBS4	cnn	-0.92678374	0.968153494418792	0.900000833465299	0.9
SBS5	mlp	Inf	0	NA	0.5
SBS5	mlp	Inf	0	NA	0.9
SBS7	mlp	-42.601162	1	0.50251256281407	0.5
SBS7	mlp	-31.77458	1	0.900900900900901	0.9
SBS17	mlp	-1.7984126	0.62639252948886	0.50003269469692	0.5
SBS17	mlp	0.86286855	0.414400393184797	0.900017790428749	0.9
SBS18	mlp	0.28568912	0.000547545172476729	0.6	0.5
SBS18	mlp	Inf	0	NA	0.9
SBS31	mlp	-0.80157304	0.21144883485309	0.500119817876827	0.5
SBS31	mlp	2.2855167	0.0377912867274569	0.900966183574879	0.9
SBS33	mlp	-0.35297632	0.17029702970297	0.502923976608187	0.5
SBS33	mlp	2.1329842	0.0752475247524752	0.904761904761905	0.9
SBS44	mlp	-2.3485568	0.9025	0.500230946882217	0.5
SBS44	mlp	-0.03421545	0.815833333333333	0.90064397424103	0.9
SBS92	mlp	-Inf	1	0.680883561643836	0.5
SBS92	mlp	0.71438384	0.673983240954038	0.900005373166407	0.9
