S	engine	Threshold	Recall	Precision	Precision.cutoff
SBS1	mlp	-Inf	1	0.785646341463415	0.5
SBS1	mlp	1.2422633	0.814631420455427	0.900003429825765	0.9
SBS2.13	mlp	-2.591271	0.994238264700898	0.500525117404937	0.5
SBS2.13	mlp	0.26635385	0.679003558718861	0.900040433083247	0.9
SBS3.8	mlp	-Inf	1	0.67380487804878	0.5
SBS3.8	mlp	1.290832	0.722290595815536	0.900004510396464	0.9
SBS5	mlp	-0.57581353	0.0962640385056154	0.500595947556615	0.5
SBS5	mlp	2.0043366	0.00229200091680037	0.909090909090909	0.9
SBS10	mlp	-131.96605	1	0.500051025614859	0.5
SBS10	mlp	-74.89449	1	0.900073475385746	0.9
SBS14	cnn	-3.8480892	0.96625	0.500323624595469	0.5
SBS14	cnn	-1.3722173	0.92125	0.900977995110024	0.9
SBS17	mlp	-1.3663173	0.492921055612187	0.500057451453522	0.5
SBS17	mlp	1.594754	0.229697587495753	0.900133155792277	0.9
SBS18	mlp	-1.6496408	0.988141990105575	0.500006451862653	0.5
SBS18	mlp	1.4371276	0.24914571326567	0.900046061722708	0.9
SBS26	mlp	-5.145254	1	0.973709834469328	0.5
SBS26	mlp	-5.145254	1	0.973709834469328	0.9
SBS31	mlp	-1.975539	0.309612983770287	0.500252143217347	0.5
SBS31	mlp	0.25173807	0.111111111111111	0.90126582278481	0.9
SBS44	mlp	-4.5330954	0.997908056533497	0.50001278281989	0.5
SBS44	mlp	-2.565795	0.98933619062197	0.900231237184769	0.9
