S	engine	Threshold	Recall	Precision	Precision.cutoff
SBS1	mlp	-Inf	1	0.81429061784897	0.5
SBS1	mlp	1.3171934	0.780817490761427	0.90000647836227	0.9
SBS2.13	cnn	-0.93417156	0.411294701729889	0.500047156465151	0.5
SBS2.13	cnn	0.7998636	0.0510433635869987	0.900136798905609	0.9
SBS3	mlp	-Inf	1	0.580995423340961	0.5
SBS3	mlp	1.2824454	0.217156698635263	0.900016323865491	0.9
SBS4	mlp	-52.257687	1	0.50251256281407	0.5
SBS4	mlp	-33.964314	1	0.900900900900901	0.9
SBS5	mlp	-Inf	1	0.743798627002288	0.5
SBS5	mlp	2.0094585	0.301285995569776	0.900009190331771	0.9
SBS6	mlp	-0.6657407	0.87	0.500959692898273	0.5
SBS6	mlp	1.5364962	0.576666666666667	0.901041666666667	0.9
SBS17	cnn	-1.4735999	0.446960340332098	0.500076769537847	0.5
SBS17	cnn	0.8017176	0.184575271030602	0.900267737617135	0.9
SBS18	mlp	-Inf	1	0.664027459954233	0.5
SBS18	mlp	1.9704891	0.228823488868978	0.900033886818028	0.9
SBS33	mlp	0.069862604	0.652677279305355	0.500554938956715	0.5
SBS33	mlp	3.051109	0.477568740955137	0.901639344262295	0.9
SBS44	cnn	-8.322884	1	0.500100020004001	0.5
SBS44	cnn	-4.990447	1	0.900252070579762	0.9
