,0
0,0.7943779230117798
1,0.8007603287696838
2,0.8063914775848389
3,0.8095670342445374
4,0.8116713166236877
5,0.8127565383911133
6,0.8124608993530273
7,0.8143912553787231
8,0.8146103620529175
9,0.8158521056175232
10,0.8156260251998901
11,0.8164051175117493
12,0.8170102834701538
13,0.8173998594284058
14,0.817650318145752
15,0.8183250427246094
16,0.8183946013450623
17,0.8186067938804626
18,0.8188398480415344
19,0.8201162815093994
20,0.8195493817329407
21,0.8204328417778015
22,0.820578932762146
23,0.8204988837242126
24,0.8207910656929016
25,0.8219075798988342
26,0.8214519023895264
27,0.8229544758796692
28,0.8231214284896851
29,0.8231005668640137
30,0.8232396841049194
31,0.8229405879974365
32,0.8236640095710754
33,0.8240814208984375
34,0.8244292140007019
35,0.8240396976470947
36,0.8245788216590881
37,0.8251178860664368
38,0.8248883485794067
39,0.8250935673713684
40,0.8252952694892883
41,0.8261752724647522
42,0.826216995716095
43,0.8260396122932434
44,0.8266308903694153
45,0.826443076133728
46,0.8266239762306213
47,0.8278447985649109
48,0.8271387219429016
49,0.8275734782218933
