,0
0,0.8356706500053406
1,0.8412913680076599
2,0.8437991142272949
3,0.8446234464645386
4,0.8453643321990967
5,0.8467868566513062
6,0.8472321033477783
7,0.8477294445037842
8,0.8484529256820679
9,0.848713755607605
10,0.8491590023040771
11,0.8494859337806702
12,0.850178062915802
13,0.8499206900596619
14,0.8504806756973267
15,0.8510406613349915
16,0.8508145809173584
17,0.8511554598808289
18,0.851638913154602
19,0.8515172004699707
20,0.8517119288444519
21,0.8525223731994629
22,0.8525153994560242
23,0.8523484468460083
24,0.8530197143554688
25,0.8529188632965088
26,0.8530579805374146
27,0.8530858159065247
28,0.8531866669654846
29,0.8527901768684387
30,0.8536040782928467
31,0.8539310097694397
32,0.8534858226776123
33,0.8540109992027283
34,0.8541257977485657
35,0.8543518781661987
36,0.8543066382408142
37,0.8549466729164124
38,0.8549153208732605
39,0.8551936149597168
40,0.8554961681365967
41,0.8552318811416626
42,0.8551379442214966
43,0.8560318350791931
44,0.8555031418800354
45,0.8560179471969604
46,0.8563170433044434
47,0.8561326861381531
48,0.8564422726631165
49,0.8566092252731323
