,0
0,0.7421602010726929
1,0.7475583553314209
2,0.7520104050636292
3,0.7553285360336304
4,0.7558502554893494
5,0.7574154734611511
6,0.7589249610900879
7,0.758858859539032
8,0.7603927254676819
9,0.761460542678833
10,0.7624379396438599
11,0.7629735469818115
12,0.7627266049385071
13,0.7630396485328674
14,0.7633074522018433
15,0.7640865445137024
16,0.7654256820678711
17,0.7658500075340271
18,0.7655856609344482
19,0.7666882276535034
20,0.7671021223068237
21,0.767091691493988
22,0.7684864401817322
23,0.7684516310691833
24,0.7680795192718506
25,0.7682116627693176
26,0.7680203914642334
27,0.7691577076911926
28,0.7693350911140442
29,0.7696794271469116
30,0.7695472836494446
31,0.7693003416061401
32,0.7698429226875305
33,0.7699820399284363
34,0.7697107791900635
35,0.7703055143356323
36,0.770416796207428
37,0.7708654999732971
38,0.7707750797271729
39,0.7714811563491821
40,0.7712759375572205
41,0.7721872329711914
42,0.7721976637840271
43,0.7720828652381897
44,0.7724167704582214
45,0.7726393938064575
46,0.7730289101600647
47,0.7734671831130981
48,0.773961067199707
49,0.7738741040229797
