,0
0,0.7166235446929932
1,0.7286301851272583
2,0.7334578633308411
3,0.737502932548523
4,0.7404385209083557
5,0.7416941523551941
6,0.7442227602005005
7,0.745603621006012
8,0.746549665927887
9,0.74654620885849
10,0.7476279139518738
11,0.7491965293884277
12,0.7499547600746155
13,0.7500278353691101
14,0.750323474407196
15,0.7494156956672668
16,0.751137375831604
17,0.7508938908576965
18,0.7526468634605408
19,0.7529807686805725
20,0.7526329755783081
21,0.7533459663391113
22,0.7530573010444641
23,0.7545250654220581
24,0.7542329430580139
25,0.7549981474876404
26,0.7555198669433594
27,0.7551268339157104
28,0.7553146481513977
29,0.7565111517906189
30,0.757001519203186
31,0.7574502229690552
32,0.757192850112915
33,0.7579441070556641
34,0.7583789229393005
35,0.7576276063919067
36,0.758232831954956
37,0.7582675814628601
38,0.7583997845649719
39,0.7584102153778076
40,0.7591893076896667
41,0.7593388557434082
42,0.7588832378387451
43,0.7595649361610413
44,0.759084939956665
45,0.7601979970932007
46,0.7581841349601746
47,0.7580937147140503
48,0.7606014609336853
49,0.7601353526115417
