0,0
1,0.5574558
1,1.2976663
0,1.3064759
0,-4.916034
0,-2.795695
1,0.9760199
1,6.089376
1,0.45454037
1,-0.28711915
0,-4.217068
1,0.25715736
0,0.66847086
1,-0.369043
0,-0.15203074
1,3.6930149
0,0.4087237
0,-0.5820982
1,5.260445
0,-0.047893345
0,-0.006605521
1,5.105103
1,9.551406
0,-1.5447292
1,-0.57085377
0,-2.1076696
1,-0.35020524
0,-2.7005532
0,-3.0732443
1,0.023323655
0,-0.07226217
0,0.103193134
1,8.472343
1,2.9226024
1,0.76873416
0,0.4643665
0,-1.6821218
0,0.20359981
0,0.57545304
1,4.8666553
1,0.46237463
1,-0.019878492
0,-3.074568
1,1.3892
1,4.3207045
0,0.56874037
1,4.080578
0,0.3808137
1,0.30682328
0,-1.1451547
0,0.24778306
1,9.959234
1,0.8193337
1,10.134344
0,-1.6812298
0,-2.1211538
1,2.8832378
1,9.494038
0,-0.5163959
1,0.3602215
1,5.461987
1,10.164999
0,-0.4169621
0,-0.6891704
1,0.24444252
0,0.16476619
1,0.5747204
1,0.22209425
0,0.41332665
1,1.0050958
1,0.13028963
0,-3.341558
0,0.09326297
1,-0.19964457
0,1.0152453
1,0.24778306
0,0.29934397
1,7.5957494
1,0.45226517
0,-0.19274902
1,0.8387527
0,0.010865718
0,0.2243119
1,5.7406497
0,0.007013589
1,9.797363
1,-0.098801434
1,3.629389
1,-0.30209142
1,6.8276105
0,0.24694674
0,-2.5889826
1,-1.8468506
1,2.6367738
0,0.16472028
0,0.14582509
0,0.85506487
0,-0.40545195
1,-1.2382078
1,-0.3008656
1,2.9779108
1,0.2595453
1,2.3354821
1,3.4016163
1,6.044059
0,1.2653713
0,0.78368306
0,-0.6261485
0,-2.3452368
1,2.3076367
0,-3.2236822
0,-1.1617684
1,-0.89513975
0,-2.9505053
1,1.0894804
0,-0.4484591
1,-1.7492633
0,-3.5488403
1,0.7671455
1,1.9198041
0,-0.81998116
0,-1.2083349
1,0.57389766
0,0.33744317
0,-0.03177552
0,-1.1032445
1,4.4859233
0,0.19801655
1,0.7918594
0,0.61463964
1,3.0700014
0,-0.9432958
1,5.2567163
1,-0.1279678
1,0.23474868
0,-3.5282104
1,0.55986035
0,-0.3008656
1,-0.12341714
1,0.72853327
1,2.6397803
0,1.1360189
0,-2.8100476
1,0.4529694
1,-0.12610543
0,0.39847654
1,1.0330179
0,-5.134064
0,-0.5689798
1,2.0440273
1,-0.20228225
1,0.93148214
0,-0.18406805
0,1.2876539
0,0.0220896
0,-3.1194127
1,2.8919103
1,5.416266
1,6.6063466
1,4.580561
1,0.78035915
1,2.9515898
0,-2.6541626
1,3.678864
1,0.4001546
0,-4.282727
1,2.472058
1,0.6744579
1,4.9641404
0,-1.7909718
0,-2.04372
0,-0.28068727
0,0.5649903
0,0.3048986
1,8.4723425
1,9.264536
1,0.40324733
1,6.962057
1,0.40826836
1,5.027541
0,0.6030395
0,-0.048151
1,1.053894
1,3.4241726
1,0.15854064
0,-2.2281961
0,-1.9463162
0,-0.36152893
0,0.07570654
1,0.040539667
0,-2.6230533
1,2.1316795
0,-6.0626945
1,8.030439
1,7.5900335
0,-0.008971408
1,-1.0126798
1,0.37707222
0,-4.42298
1,0.009316638
